,CO_ENTIDADE,NO_ENTIDADE,END,BAIRRO,LAT,LON,CEP,MUN,UF,PAIS,CO_MUNICIPIO,TP_DEPENDENCIA,IN_CONVENIADA_PP,IN_AGUA_FILTRADA,IN_ESGOTO_REDE_PUBLICA,IN_LABORATORIO_INFORMATICA,IN_LABORATORIO_CIENCIAS,IN_QUADRA_ESPORTES,IN_BIBLIOTECA,IN_PARQUE_INFANTIL,IN_DEPENDENCIAS_PNE,IN_PATIO_COBERTO,IN_PATIO_DESCOBERTO,IN_INTERNET,QT_FUNCIONARIOS,IN_ALIMENTACAO,TP_AEE,TP_ATIVIDADE_COMPLEMENTAR,IN_ESPECIAL_EXCLUSIVA,IN_PROFISSIONALIZANTE,IDEB14_17,PROJ14_17,IDEB58_17,PROJ58_17,docentes,docentes_superior,docentes_especializ,docentes_mestrado,docentes_doutorado,docentes_posnenhum,docentes_continuada,IN_BRAILLE,IN_RECURSOS_BAIXA_VISAO,IN_PROCESSOS_MENTAIS,IN_ORIENTACAO_MOBILIDADE,IN_SINAIS,IN_COMUNICACAO_ALT_AUMENT,IN_ENRIQ_CURRICULAR,IN_SOROBAN,IN_INFORMATICA_ACESSIVEL,IN_PORT_ESCRITA,IN_AUTONOMIA_ESCOLAR,IN_DISC_LINGUA_INGLES,IN_DISC_LINGUA_ESPANHOL,IN_DISC_LINGUA_FRANCES,IN_DISC_ATENDIMENTO_ESPECIAIS,IN_DISC_DIVER_SOCIO_CULTURAL,ID_MATRICULA,CO_ESCOLA,media_enem,NU_DDD,NU_TELEFONE,ATU_INF,ATU_FUN,ATU_MED,tap_F14,tap_F04,tap_FUN,tap_MED,tre_FUN,tre_F14,tre_F04,tre_MED,tab_FUN,tab_F14,tab_F04,tab_MED,TDI_FUN,TDI_MED
527,43173195,ESC EST ENS FUN MANE GARRINCHA CIEP ESPORTIVO,"Avenida Érico Veríssimo, 1255, Menino Deus, Porto Alegre - RS, 90160-181, Brazil",Menino Deus,-30.0565348,-51.2184204,90160-181,Porto Alegre,RS,BRA,4314902,2,,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,41.0,1.0,0.0,0.0,0.0,0.0,,5.3,3.3,4.1,27,24,10,1,0,13,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,385,,,51,32321402,,22.6,,89.5,74.3,83.3,,16.7,10.5,25.7,,0.0,0.0,0.0,,27.8,
528,43173306,ESC EST ENS MED CRISTOVAO COLOMBO,"Rua Rezende Costa, 804, Sarandi, Porto Alegre - RS, 91120-280, Brazil",Sarandi,-29.982542699999996,-51.1322724,91120-280,Porto Alegre,RS,BRA,4314902,2,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,61.0,1.0,1.0,0.0,0.0,0.0,,6.0,,5.1,44,43,25,1,0,17,11,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,660,43173306.0,353.29882352941183,51,33645612,,16.0,23.8,88.5,80.0,84.6,51.5,13.4,7.6,20.0,21.9,2.0,3.9,0.0,26.6,39.1,67.1
529,43173314,ESC DE ENS FUND PROF ANA MARIA MONTEGGIA,"Rua Atílio Supertti, 571, Vila Nova, Porto Alegre - RS, 91750-200, Brazil",Vila Nova,-30.120759999999997,-51.212790000000005,91750-200,Porto Alegre,RS,BRA,4314902,4,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,,,,,13,7,1,0,1,5,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,119,,,51,32461439,2.0,13.0,,100.0,100.0,100.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.7,
530,43173330,COL JOAO PAULO I - UNIDADE SUL,"Travessa Pedra Redonda, 400, Ipanema, Porto Alegre - RS, 91760-630, Brazil",Ipanema,-30.12578,-51.238890000000005,91760-630,Porto Alegre,RS,BRA,4314902,4,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,134.0,0.0,0.0,0.0,0.0,0.0,,,,,65,57,14,3,0,40,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,989,43173330.0,627.1954838709677,51,32482699,18.0,24.7,29.4,100.0,99.3,99.7,97.8,0.3,0.0,0.7,2.2,0.0,0.0,0.0,0.0,0.7,2.7
531,43173349,COL CONHECER,"Rua Corrêa Lima, 1554, Santa Tereza, Porto Alegre - RS, 90850-250, Brazil",Santa Tereza,-30.071409999999997,-51.22814,90850-250,Porto Alegre,RS,BRA,4314902,4,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,42.0,0.0,0.0,0.0,0.0,0.0,,,,,27,23,6,2,0,15,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,143,43173349.0,448.5244444444443,51,32316969,4.0,9.7,14.0,93.9,100.0,97.0,100.0,3.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,46.7,46.4
532,43173454,EMEI NOVA GLEBA,"Rua Guido Alberto Werlang, 799, Sarandi, Porto Alegre - RS, 91170-300, Brazil",Sarandi,-29.99847,-51.09332,91170-300,Porto Alegre,RS,BRA,4314902,3,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,41.0,1.0,0.0,0.0,0.0,0.0,,,,,6,5,3,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,,,51,33674007,18.9,,,,,,,,,,,,,,,,
533,43173462,EMEI PROTASIO ALVES,"Rua Aracy Froes, 210, Jardim Sabará, Porto Alegre - RS, 91210-230, Brazil",Jardim Sabará,-30.0396451,-51.1443249,91210-230,Porto Alegre,RS,BRA,4314902,3,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,39.0,1.0,0.0,0.0,0.0,0.0,,,,,7,7,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,,,51,33383510,20.7,,,,,,,,,,,,,,,,
534,43173470,EMEI PADRE ANGELO COSTA,"Rua Primeiro de Março, 300, São José, Porto Alegre - RS, 91520-620, Brazil",São José,-30.06594,-51.16751,91520-620,Porto Alegre,RS,BRA,4314902,3,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,33.0,1.0,0.0,0.0,0.0,0.0,,,,,7,7,3,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,,,51,33183108,21.8,,,,,,,,,,,,,,,,
535,43173489,EMEI JARDIM CAMAQUA,"Rua Jardim das Bromélias, 25, Camaquã, Porto Alegre - RS, 91920-400, Brazil",Camaquã,-30.1104964,-51.2346723,91920-400,Porto Alegre,RS,BRA,4314902,3,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,25.0,1.0,0.0,0.0,0.0,0.0,,,,,5,4,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,,,51,32414986,22.5,,,,,,,,,,,,,,,,
536,43173497,EMEI DA VILA MAPA II,"Rua Pedro Golombiewski, 99, Lomba do Pinheiro, Porto Alegre - RS, 91550-230, Brazil",Lomba do Pinheiro,-30.096101300000004,-51.1348107,91550-230,Porto Alegre,RS,BRA,4314902,3,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,44.0,1.0,0.0,0.0,0.0,0.0,,,,,7,7,4,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,,,51,33191633,21.0,,,,,,,,,,,,,,,,
537,43173500,EMEI DA VILA NOVA SAO CARLOS,"Estrada João de Oliveira Remião, 2, Agronomia, Porto Alegre - RS, 91787-750, Brazil",Agronomia,-30.076533,-51.131742200000005,91787-750,Porto Alegre,RS,BRA,4314902,3,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,36.0,1.0,0.0,0.0,0.0,0.0,,,,,9,9,6,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,,,51,33191146,20.2,,,,,,,,,,,,,,,,
538,43173519,EMEI PARQUE DOS MAIAS II,"Rua Amauri Cafrune, 135, Sarandi, Porto Alegre - RS, 91170-075, Brazil",Sarandi,-30.00393,-51.094809999999995,91170-075,Porto Alegre,RS,BRA,4314902,3,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,36.0,1.0,0.0,0.0,0.0,0.0,,,,,8,8,8,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,,,51,33673816,21.6,,,,,,,,,,,,,,,,
539,43173527,EMEI DOS MUNICIPARIOS TIO BARNABE,"Rua Otto Ernest Meyer, 55, Azenha, Porto Alegre - RS, 90050-060, Brazil",Azenha,-30.044968400000002,-51.2164381,90050-060,Porto Alegre,RS,BRA,4314902,3,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,43.0,1.0,0.0,0.0,0.0,0.0,,,,,7,7,6,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,,,51,32274591,20.0,,,,,,,,,,,,,,,,
540,43173535,EMEI DR WALTER SILBER,"Rua Frei Clemente, 149, São José, Porto Alegre - RS, 91520-260, Brazil",São José,-30.0709408,-51.1701644,91520-260,Porto Alegre,RS,BRA,4314902,3,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,32.0,1.0,0.0,0.0,0.0,0.0,,,,,7,7,5,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,,,51,33361893,21.9,,,,,,,,,,,,,,,,
541,43173543,EMEI DA VILA TRONCO,"Avenida Moab Caldas, 129, Santa Tereza, Porto Alegre - RS, 90880-310, Brazil",Santa Tereza,-30.068230600000003,-51.2146801,90880-310,Porto Alegre,RS,BRA,4314902,3,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,31.0,1.0,0.0,0.0,0.0,0.0,,,,,6,6,3,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,,,51,32669519,19.8,,,,,,,,,,,,,,,,
542,43173551,EMEI DA VILA DA PASCOA,"Rua Loris José Isatto, Sarandi, Porto Alegre - RS, 91160-160, Brazil",Sarandi,-29.992959999999997,-51.10672,91160-160,Porto Alegre,RS,BRA,4314902,3,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,21.0,1.0,0.0,0.0,0.0,0.0,,,,,5,4,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,,,51,33673434,22.7,,,,,,,,,,,,,,,,
543,43173560,EMEI DA VILA NOVA RESTINGA,"Rua Álvaro Difini, 480, Restinga, Porto Alegre - RS, 91790-560, Brazil",Restinga,-30.14875,-51.1456,91790-560,Porto Alegre,RS,BRA,4314902,3,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,50.0,1.0,0.0,0.0,0.0,0.0,,,,,9,9,3,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,,,51,32501600,20.6,,,,,,,,,,,,,,,,
544,43173578,EMEI FLORENCIA VURLOD SOCIAS,"Rua Tenente Arizoly Fagundes, 250, Restinga, Porto Alegre - RS, 91790-520, Brazil",Restinga,-30.1531,-51.14314,91790-520,Porto Alegre,RS,BRA,4314902,3,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,53.0,1.0,0.0,0.0,0.0,0.0,,,,,9,8,3,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,,,51,32501703,19.8,,,,,,,,,,,,,,,,
545,43173586,EMEI DOM LUIZ DE NADAL,"Rua Doutor Carlos Niederauer Hofmeister, 772, Restinga, Porto Alegre - RS, 91790-020, Brazil",Restinga,-30.149790000000003,-51.14123,91790-020,Porto Alegre,RS,BRA,4314902,3,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,44.0,1.0,0.0,0.0,0.0,0.0,,,,,8,8,6,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,,,51,32481410,21.4,,,,,,,,,,,,,,,,
546,43173594,EMEI VILA NOVA,"Rua Fernando Pessoa, 335, Vila Nova, Porto Alegre - RS, 91750-340, Brazil",Vila Nova,-30.12642,-51.20975,91750-340,Porto Alegre,RS,BRA,4314902,3,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,32.0,1.0,0.0,0.0,0.0,0.0,,,,,5,4,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,,,51,32895853,21.6,,,,,,,,,,,,,,,,
547,43173608,EMEI MARIA MARQUES FERNANDES,"Avenida Santo Dias da Silva, 550, Lomba do Pinheiro, Porto Alegre - RS, 91550-500, Brazil",Lomba do Pinheiro,-30.097009999999997,-51.13415,91550-500,Porto Alegre,RS,BRA,4314902,3,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,39.0,1.0,0.0,0.0,0.0,0.0,,,,,7,7,6,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,,,51,33191208,21.5,,,,,,,,,,,,,,,,
548,43173616,EMEI DA VILA FLORESTA,"Rua Monte Alegre, 55, Jardim Floresta, Porto Alegre - RS, 91040-120, Brazil",Jardim Floresta,-30.003490000000003,-51.156240000000004,91040-120,Porto Alegre,RS,BRA,4314902,3,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,37.0,1.0,0.0,0.0,0.0,0.0,,,,,7,7,4,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,,,51,33622088,21.2,,,,,,,,,,,,,,,,
549,43173624,EMEI DA VILA ELIZABETH,"Rua Paulo Gomes de Oliveira, 117, Sarandi, Porto Alegre - RS, 91120-570, Brazil",Sarandi,-29.980456099999998,-51.1271018,91120-570,Porto Alegre,RS,BRA,4314902,3,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,31.0,1.0,0.0,0.0,0.0,0.0,,,,,6,6,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,,,51,33645013,20.8,,,,,,,,,,,,,,,,
550,43173632,EMEI VALE VERDE,"Rua Franklin, 270, Jardim Sabará, Porto Alegre - RS, 91210-060, Brazil",Jardim Sabará,-30.04096,-51.142920000000004,91210-060,Porto Alegre,RS,BRA,4314902,3,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,36.0,1.0,0.0,0.0,0.0,0.0,,,,,6,6,5,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,,,51,33862044,21.4,,,,,,,,,,,,,,,,
551,43173640,EMEI UNIDOS DA PAINEIRA,"Rua Tobias Barreto, 170, Partenon, Porto Alegre - RS, 90660-370, Brazil",Partenon,-30.06059,-51.19424,90660-370,Porto Alegre,RS,BRA,4314902,3,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,23.0,1.0,0.0,0.0,0.0,0.0,,,,,4,4,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,,,51,33156130,12.3,,,,,,,,,,,,,,,,
552,43173659,EMEI MARIA HELENA CAVALHEIRO GUSMAO,"Rua Silvino Oliveira, 250, Vila Nova, Porto Alegre - RS, 91750-057, Brazil",Vila Nova,-30.1254469,-51.2189881,91750-057,Porto Alegre,RS,BRA,4314902,3,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,41.0,1.0,0.0,0.0,0.0,0.0,,,,,5,5,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,,,51,32464821,17.2,,,,,,,,,,,,,,,,
553,43173667,EMEI DA VILA MAX GEISS,"Rua Antônio Francisco Lisboa, 399, Rubem Berta, Porto Alegre - RS, 91180-040, Brazil",Rubem Berta,-30.008119399999995,-51.0965951,91180-040,Porto Alegre,RS,BRA,4314902,3,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,37.0,1.0,0.0,0.0,0.0,0.0,,,,,6,6,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,,,51,33653448,20.3,,,,,,,,,,,,,,,,
554,43173675,EMEI DO JARDIM SALOMONI,"Rua Joaquim de Carvalho, 317, Vila Nova, Porto Alegre - RS, 91740-840, Brazil",Vila Nova,-30.116844,-51.2202427,91740-840,Porto Alegre,RS,BRA,4314902,3,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,34.0,1.0,0.0,0.0,0.0,0.0,,,,,4,4,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,,,51,32464712,21.2,,,,,,,,,,,,,,,,
555,43173683,EMEI JARDIM BENTO GONCALVES,"Rua Geraldo Santana, 40, Partenon, Porto Alegre - RS, 91530-640, Brazil",Partenon,-30.06946,-51.1553,91530-640,Porto Alegre,RS,BRA,4314902,3,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,27.0,1.0,0.0,0.0,0.0,0.0,,,,,6,6,4,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,,,51,33156120,22.8,,,,,,,,,,,,,,,,
556,43173691,EMEI ERICO VERISSIMO,"Rua Modesto Franco, 100, Passo das Pedras, Porto Alegre - RS, 91230-100, Brazil",Passo das Pedras,-30.014562100000003,-51.1275422,91230-100,Porto Alegre,RS,BRA,4314902,3,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,53.0,1.0,0.0,0.0,0.0,0.0,,,,,8,8,5,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,,,51,33481408,21.2,,,,,,,,,,,,,,,,
557,43173705,EMEI BAIRRO CAVALHADA,"Rua Canela, 197, Cavalhada, Porto Alegre - RS, 91740-190, Brazil",Cavalhada,-30.099459999999997,-51.22954,91740-190,Porto Alegre,RS,BRA,4314902,3,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,1.0,0.0,0.0,0.0,0.0,,,,,7,7,5,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,,,51,32413604,22.5,,,,,,,,,,,,,,,,
558,43173713,EMEF CAMPOS DO CRISTAL,"Beco Império, 75, Vila Nova, Porto Alegre - RS, 91787-415, Brazil",Vila Nova,-30.1194136,-51.2005222,91787-415,Porto Alegre,RS,BRA,4314902,3,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,66.0,1.0,1.0,1.0,0.0,0.0,,4.7,,5.0,23,23,15,1,0,7,9,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,459,,,51,32452077,24.0,22.8,,84.5,75.3,80.8,,19.2,15.5,24.7,,0.0,0.0,0.0,,35.1,
559,43173721,EMEF WENCESLAU FONTOURA,"Rua Irmã Ines Favero, 12, Mário Quintana, Porto Alegre - RS, 91270-858, Brazil",Mário Quintana,-30.026020000000003,-51.0986,91270-858,Porto Alegre,RS,BRA,4314902,3,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,102.0,1.0,1.0,1.0,0.0,0.0,,4.6,,4.4,37,37,28,4,1,7,12,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,794,,,51,32895847,23.5,27.0,,86.1,73.7,80.8,,19.1,13.9,26.0,,0.1,0.0,0.3,,35.6,
560,43174329,ESC EST ESPEC RECANTO DA ALEGRIA,"Rua Valentim Vicentini, 225, Passo da Areia, Porto Alegre - RS, 90520-220, Brazil",Passo da Areia,-30.01633,-51.177279999999996,90520-220,Porto Alegre,RS,BRA,4314902,2,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,17.0,1.0,0.0,0.0,1.0,0.0,,,,,11,11,9,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,,,51,-,,,,,,,,,,,,,,,,,
561,43174337,ESC EST ESPEC CRISTO REDENTOR,"Rua Zeca Neto, 149, Cristo Redentor, Porto Alegre - RS, 91370-100, Brazil",Cristo Redentor,-30.011955199999996,-51.152342499999996,91370-100,Porto Alegre,RS,BRA,4314902,2,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,24.0,1.0,0.0,0.0,1.0,0.0,,,,,18,17,10,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,,,51,33400098,,,,,,,,,,,,,,,,,
562,43174345,ESC EST ESPEC RENASCENCA,"Rua General Lima e Silva, 1788, Centro Histórico, Porto Alegre - RS, 90050-100, Brazil",Centro Histórico,-30.035709999999998,-51.22502,90050-100,Porto Alegre,RS,BRA,4314902,2,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,29.0,1.0,0.0,0.0,1.0,0.0,,,,,20,20,16,0,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,,,51,32195100,,,,,,,,,,,,,,,,,
563,43174590,ESC DE ENS FUND DESENVOLVER,"Rua Doutor Mário Totta, 2396, Camaquã, Porto Alegre - RS, 91920-130, Brazil",Camaquã,-30.10827,-51.23709,91920-130,Porto Alegre,RS,BRA,4314902,4,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,,,,,8,6,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,52,,,51,32394690,,7.4,,100.0,76.9,94.4,,5.6,0.0,23.1,,0.0,0.0,0.0,,17.3,
564,43175120,EMEF VILA MONTE CRISTO,"Rua Carlos Superti, 83, Vila Nova, Porto Alegre - RS, 91750-020, Brazil",Vila Nova,-30.122489,-51.2180209,91750-020,Porto Alegre,RS,BRA,4314902,3,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,119.0,1.0,1.0,1.0,0.0,0.0,,5.4,,5.0,68,68,41,11,2,15,39,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1126,,,51,32464659,23.3,23.8,,87.4,77.3,83.0,,16.7,12.6,22.2,,0.3,0.0,0.5,,29.9,
565,43175139,EMEI PONTA GROSSA,"Estrada Retiro da Ponta Grossa, 3581, Ponta Grossa, Porto Alegre - RS, 91780-590, Brazil",Ponta Grossa,-30.184852799999998,-51.2098827,91780-590,Porto Alegre,RS,BRA,4314902,3,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,40.0,1.0,0.0,0.0,0.0,0.0,,,,,8,8,2,1,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,,,51,32464812,21.9,,,,,,,,,,,,,,,,
566,43175147,EMEI HUMAITA,"Rua Doutor Caio Brandão de Mello, 31, Humaitá, Porto Alegre - RS, 90250-110, Brazil",Humaitá,-29.9806467,-51.1851081,90250-110,Porto Alegre,RS,BRA,4314902,3,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,33.0,1.0,0.0,0.0,0.0,0.0,,,,,5,5,4,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,,,51,33744223,21.0,,,,,,,,,,,,,,,,
567,43175155,EMEI DA VILA SANTA ROSA,"Avenida Donário Braga, 10, Sarandi, Porto Alegre - RS, 91160-360, Brazil",Sarandi,-29.99703,-51.10687,91160-360,Porto Alegre,RS,BRA,4314902,3,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,41.0,1.0,0.0,0.0,0.0,0.0,,,,,7,7,5,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,43175155.0,474.8,51,33876499,17.6,,,,,,,,,,,,,,,,
568,43175163,EMEI ILHA DA PINTADA,"Rua Garruchos, Arquipélago, Porto Alegre - RS, 90090-170, Brazil",Arquipélago,-30.01613,-51.260529999999996,90090-170,Porto Alegre,RS,BRA,4314902,3,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,34.0,1.0,0.0,0.0,0.0,0.0,,,,,6,6,3,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,,,51,32117542,23.3,,,,,,,,,,,,,,,,
569,43175490,ESC ENS MED SOCIEDADE EDUCACIONAL MONTEIRO LOBATO,"Rua dos Andradas, 1180, Centro Histórico, Porto Alegre - RS, 90020-007, Brazil",Centro Histórico,-30.029840000000004,-51.230109999999996,90020-007,Porto Alegre,RS,BRA,4314902,4,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,55.0,0.0,0.0,0.0,0.0,0.0,,,,,26,26,4,2,0,21,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,226,43175490.0,367.61072463768113,51,32878000,,,36.3,,,,77.8,,,,8.3,,,,13.9,,40.4
570,43175511,COLEGIO UNIFICADO EDUCACAO DE JOVENS E ADULTOS,"Avenida Alberto Bins, 467, Centro Histórico, Porto Alegre - RS, 90030-140, Brazil",Centro Histórico,-30.028209999999998,-51.221759999999996,90030-140,Porto Alegre,RS,BRA,4314902,4,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,,12,12,4,3,0,5,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,87,43175511.0,368.0511111111112,51,30921650,,,,,,,,,,,,,,,,,
571,43175546,ESC ENS MED UNIVERSITARIO - DUQUE DE CAXIAS- EJA,"Rua Duque de Caxias, 1443, Centro Histórico, Porto Alegre - RS, 90010-281, Brazil",Centro Histórico,-30.03377,-51.22692,90010-281,Porto Alegre,RS,BRA,4314902,4,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,,,,,16,16,6,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,663,43175546.0,375.88000000000005,51,32285431,,,,,,,,,,,,,,,,,
572,43175570,ESC EDUC PROF HOSP MOINHOS DE VENTO,"Rua Ramiro Barcelos, 996, Independência, Porto Alegre - RS, 90035-001, Brazil",Independência,-30.02735,-51.20892,90035-001,Porto Alegre,RS,BRA,4314902,4,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,1.0,,,,,9,9,6,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,,,51,33143479,,,,,,,,,,,,,,,,,
573,43176500,CENTRO DE FORMACAO PROFISSIONAL SENAI VISCONDE DE MAUA,"Avenida Sertório, 473, Navegantes, Porto Alegre - RS, 91020-001, Brazil",Navegantes,-29.99985,-51.20089,91020-001,Porto Alegre,RS,BRA,4314902,4,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,74.0,0.0,0.0,0.0,0.0,1.0,,,,,10,10,4,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,,,51,39042615,,,,,,,,,,,,,,,,,
