,CO_ENTIDADE,NO_ENTIDADE,END,BAIRRO,LAT,LON,CEP,MUN,UF,PAIS,CO_MUNICIPIO,TP_DEPENDENCIA,IN_CONVENIADA_PP,IN_AGUA_FILTRADA,IN_ESGOTO_REDE_PUBLICA,IN_LABORATORIO_INFORMATICA,IN_LABORATORIO_CIENCIAS,IN_QUADRA_ESPORTES,IN_BIBLIOTECA,IN_PARQUE_INFANTIL,IN_DEPENDENCIAS_PNE,IN_PATIO_COBERTO,IN_PATIO_DESCOBERTO,IN_INTERNET,QT_FUNCIONARIOS,IN_ALIMENTACAO,TP_AEE,TP_ATIVIDADE_COMPLEMENTAR,IN_ESPECIAL_EXCLUSIVA,IN_PROFISSIONALIZANTE,IDEB14_17,PROJ14_17,IDEB58_17,PROJ58_17,docentes,docentes_superior,docentes_especializ,docentes_mestrado,docentes_doutorado,docentes_posnenhum,docentes_continuada,IN_BRAILLE,IN_RECURSOS_BAIXA_VISAO,IN_PROCESSOS_MENTAIS,IN_ORIENTACAO_MOBILIDADE,IN_SINAIS,IN_COMUNICACAO_ALT_AUMENT,IN_ENRIQ_CURRICULAR,IN_SOROBAN,IN_INFORMATICA_ACESSIVEL,IN_PORT_ESCRITA,IN_AUTONOMIA_ESCOLAR,IN_DISC_LINGUA_INGLES,IN_DISC_LINGUA_ESPANHOL,IN_DISC_LINGUA_FRANCES,IN_DISC_ATENDIMENTO_ESPECIAIS,IN_DISC_DIVER_SOCIO_CULTURAL,ID_MATRICULA,CO_ESCOLA,media_enem,NU_DDD,NU_TELEFONE,ATU_INF,ATU_FUN,ATU_MED,tap_F14,tap_F04,tap_FUN,tap_MED,tre_FUN,tre_F14,tre_F04,tre_MED,tab_FUN,tab_F14,tab_F04,tab_MED,TDI_FUN,TDI_MED
0,43000452,ESC ENS MEDIO CESI ZONA SUL,"Rua José Braulio da Fonseca, 44, Hípica, Porto Alegre - RS, 91787-895, Brazil",Hípica,-30.1601,-51.1869,91787-895,Porto Alegre,RS,BRA,4314902,4,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70.0,0.0,0.0,0.0,0.0,0.0,,,,,44,37,13,2,1,22,8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1059,43000452.0,493.71137254901964,51,33461880,,32.9,34.2,99.3,96.9,98.4,92.7,1.6,0.7,3.1,7.3,0.0,0.0,0.0,0.0,3.9,13.5
1,43000479,E E IND ENS FUN TUPE PAN,"Rua da Comunidade, Lomba do Pinheiro, Porto Alegre - RS, 91560-550, Brazil",Lomba do Pinheiro,-30.12695,-51.12024,91560-550,Porto Alegre,RS,BRA,4314902,2,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,,-,-,,6.0,,91.7,,91.7,,8.3,8.3,,,0.0,0.0,,,16.7,
2,43000487,ESC EDUC PROFISSIONAL CECILIA MEIRELES,"Rua dos Andradas, 1001, Centro Histórico, Porto Alegre - RS, 90020-007, Brazil",Centro Histórico,-30.03068,-51.23154,90020-007,Porto Alegre,RS,BRA,4314902,4,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,145.0,0.0,0.0,0.0,0.0,1.0,,,,,49,46,21,9,3,13,26,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3527,,,51,30842420,,,,,,,,,,,,,,,,,
3,43000495,ESCOLAS E FACULDADES QI - ALBERTO BINS,"Avenida Alberto Bins, 320, Centro Histórico, Porto Alegre - RS, 90030-140, Brazil",Centro Histórico,-30.02801,-51.22355,90030-140,Porto Alegre,RS,BRA,4314902,4,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0,0.0,1.0,,,,,16,16,10,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,,,51,30735800,,,,,,,,,,,,,,,,,
4,43000517,ESCOLA DE EDUCACAO PROFISSIONAL PROFESSOR ALBERT EINSTEIN,"Rua dos Andradas, 1270, Centro Histórico, Porto Alegre - RS, 90010-230, Brazil",Centro Histórico,-30.0298,-51.22912,90010-230,Porto Alegre,RS,BRA,4314902,4,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,1.0,,,,,6,6,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,,,51,32256917,,,,,,,,,,,,,,,,,
5,43000533,ESCOLAS E FACULDADES QI - JULIO DE CASTILHOS,"Avenida Júlio de Castilhos, 435, Centro Histórico, Porto Alegre - RS, 90030-131, Brazil",Centro Histórico,-30.025129999999997,-51.22274,90030-131,Porto Alegre,RS,BRA,4314902,4,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,29.0,0.0,0.0,0.0,0.0,1.0,,,,,12,10,3,1,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,741,,,51,32140000,,,,,,,,,,,,,,,,,
6,43001190,IFRS - CAMPUS PORTO ALEGRE RESTINGA,"Rua Alberto Hoffmann, 285, Restinga, Porto Alegre - RS, 91790-400, Brazil",Restinga,-30.14197,-51.130559999999996,91790-400,Porto Alegre,RS,BRA,4314902,1,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,107.0,1.0,0.0,0.0,0.0,1.0,,,,,58,57,3,41,22,1,22,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,580,43001190.0,515.2495833333334,51,32478400,,,29.7,,,,71.6,,,,26.2,,,,2.2,,40.7
7,43001254,E E IND ENS FUN PINDO POTY,"Estrada do Varejão, 248, Lami, Porto Alegre - RS, 91787-170, Brazil",Lami,-30.21998,-51.097840000000005,91787-170,Porto Alegre,RS,BRA,4314902,2,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,,,,,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,-,-,,1.5,,100.0,,100.0,,0.0,0.0,,,0.0,0.0,,,66.7,
8,43001831,EEI PEIXINHOS DO MAR,"Rua Francisco Pinto da Fontoura, 585, Sarandi, Porto Alegre - RS, 91110-310, Brazil",Sarandi,-29.993029999999997,-51.13312,91110-310,Porto Alegre,RS,BRA,4314902,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,,51,-,3.7,,,,,,,,,,,,,,,,
9,43001840,ESCOLA INFANTIL ARCO IRIS,"Avenida Arlindo Pasqualini, 232, Jardim Isabel, Porto Alegre - RS, 91760-140, Brazil",Jardim Isabel,-30.12722,-51.237429999999996,91760-140,Porto Alegre,RS,BRA,4314902,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,,,,,11,9,6,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,,,51,32461555,9.6,,,,,,,,,,,,,,,,
10,43001858,EEI AQUARELA DO SABER,"Rua Maestro Mendanha, 240, Santana, Porto Alegre - RS, 90620-160, Brazil",Santana,-30.04887,-51.20445,90620-160,Porto Alegre,RS,BRA,4314902,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,,,,,3,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,,,51,32194336,14.7,,,,,,,,,,,,,,,,
11,43001874,EEI ABC DA INFANCIA,"Rua Frederico Etzberger, 301, Nonoai, Porto Alegre - RS, 91720-510, Brazil",Nonoai,-30.08737,-51.21537,91720-510,Porto Alegre,RS,BRA,4314902,4,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,,,,,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,,,51,30290905,4.8,,,,,,,,,,,,,,,,
12,43001882,EEI KANGURU FELIZ,"Rua Luzitana, 483, Higienópolis, Porto Alegre - RS, 90520-080, Brazil",Higienópolis,-30.01264,-51.18434,90520-080,Porto Alegre,RS,BRA,4314902,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,,4,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,,,51,30137362,3.0,,,,,,,,,,,,,,,,
13,43001912,VILLA KIDS,"Rua Regente, 176, Petrópolis, Porto Alegre - RS, 90470-170, Brazil",Petrópolis,-30.03133,-51.181670000000004,90470-170,Porto Alegre,RS,BRA,4314902,4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,,,,,5,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,,,51,30194019,5.8,,,,,,,,,,,,,,,,
14,43001971,IEI CRECHE DO CORACAO,"Rua Rio Maria, 131, Cascata, Porto Alegre - RS, 91712-270, Brazil",Cascata,-30.09246,-51.174620000000004,91712-270,Porto Alegre,RS,BRA,4314902,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,,,,,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,,,51,33545892,10.0,,,,,,,,,,,,,,,,
15,43001980,EEI TURMA DA MAGALI,"Av. Dep. Adão Pretto, 4967",Lomba do Pinheiro,-30.10507,-51.11448,91570-730,Porto Alegre,RS,BRA,4314902,4,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,,,,,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,,,51,33363767,8.8,,,,,,,,,,,,,,,,
16,43001998,EEI PEQUENOS BRILHANTES,"Avenida Baltazar de Oliveira Garcia, 4659, Rubem Berta, Porto Alegre - RS, 91180-000, Brazil",Rubem Berta,-30.014141600000002,-51.099093100000005,91180-000,Porto Alegre,RS,BRA,4314902,4,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,,,51,33657890,7.3,,,,,,,,,,,,,,,,
17,43002021,INST EDUC INF BILINGUE UP KIDS SCHOOL,"Alameda Emílio de Menezes, 100, Três Figueiras, Porto Alegre - RS, 91340-360, Brazil",Três Figueiras,-30.02996,-51.17815,91340-360,Porto Alegre,RS,BRA,4314902,4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,,,,,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,,,51,33287118,5.6,,,,,,,,,,,,,,,,
18,43002030,EEI CAMBALHOTA,"Rua Gonçalves Ledo, 185, Partenon, Porto Alegre - RS, 90610-250, Brazil",Partenon,-30.05542,-51.19591,90610-250,Porto Alegre,RS,BRA,4314902,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,,,,,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,,,51,33985458,7.8,,,,,,,,,,,,,,,,
19,43002064,EEI GENTE MIUDA,"Avenida Benno Mentz, 215, Vila Ipiranga, Porto Alegre - RS, 91370-020, Brazil",Vila Ipiranga,-30.01254,-51.14793,91370-020,Porto Alegre,RS,BRA,4314902,4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,,5,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,,,51,33666812,16.3,,,,,,,,,,,,,,,,
20,43002188,EEI SOBRADINHO ALEGRE,"Avenida Coronel Lucas de Oliveira, 1927, Petrópolis, Porto Alegre - RS, 90460-001, Brazil",Petrópolis,-30.039659999999998,-51.19465,90460-001,Porto Alegre,RS,BRA,4314902,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,,,,,7,2,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,,,51,33884807,7.4,,,,,,,,,,,,,,,,
21,43002200,EEI PAMPEANO,"Rua Pedro Ivo, 88, Mont'Serrat, Porto Alegre - RS, 90450-210, Brazil",Mont'Serrat,-30.02935,-51.193540000000006,90450-210,Porto Alegre,RS,BRA,4314902,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,,,,,5,4,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,,,51,30192528,3.3,,,,,,,,,,,,,,,,
22,43002218,EEI FILHOS DA PROMESSA,"Rua Silveiro, 841, Santa Tereza, Porto Alegre - RS, 90850-000, Brazil",Santa Tereza,-30.06727,-51.23075,90850-000,Porto Alegre,RS,BRA,4314902,4,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,,,,,8,4,1,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,,,51,37791140,7.4,,,,,,,,,,,,,,,,
23,43002269,EEI MUNDO MAGICO DA ALEGRIA,"Rua Cirino Prunes, 292, Espírito Santo, Porto Alegre - RS, 91770-210, Brazil",Espírito Santo,-30.14782,-51.21235,91770-210,Porto Alegre,RS,BRA,4314902,4,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,,5,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,,,51,32632094,10.0,,,,,,,,,,,,,,,,
24,43002803,COLEGIO MARISTA IRMAO JAIME BIAZUS,"Estrada Antônio Severino, 1493, Mário Quintana, Porto Alegre - RS, 91250-330, Brazil",Mário Quintana,-30.023724800000004,-51.0966654,91250-330,Porto Alegre,RS,BRA,4314902,4,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,,,,,20,19,4,2,0,14,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,311,43002803.0,451.8290625000001,51,30862300,,,34.6,,,,77.5,,,,21.2,,,,1.3,,38.3
25,43004229,EEI ALEGRIA DE CRIANCA,"Avenida Alcides Maia, 259, Sarandi, Porto Alegre - RS, 91120-440, Brazil",Sarandi,-29.98841,-51.12604,91120-440,Porto Alegre,RS,BRA,4314902,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,,,,,3,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,,,51,996576459,3.3,,,,,,,,,,,,,,,,
26,43004245,EEI TURMINHA DO PUFF,"Rua Roque Gonzales, 474, Lomba do Pinheiro, Porto Alegre - RS, 90690-270, Brazil",Lomba do Pinheiro,-30.11372,-51.1021,90690-270,Porto Alegre,RS,BRA,4314902,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,,,51,33546622,10.7,,,,,,,,,,,,,,,,
27,43004261,EEI SO BEBE,"Rua Jaguari, 582, Cristal, Porto Alegre - RS, 90820-180, Brazil",Cristal,-30.086579999999998,-51.23525,90820-180,Porto Alegre,RS,BRA,4314902,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,,51,31780086,10.0,,,,,,,,,,,,,,,,
28,43004288,EEI ECOVILLE KIDS,"Avenida Ecoville, 845, Sarandi, Porto Alegre - RS, 91150-401, Brazil",Sarandi,-30.002409999999998,-51.123470000000005,91150-401,Porto Alegre,RS,BRA,4314902,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,,,,,6,5,1,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,,,51,33442918,8.0,,,,,,,,,,,,,,,,
29,43004296,EEI CRIARTE,"Rua Roque Calage, 755, Passo da Areia, Porto Alegre - RS, 91350-090, Brazil",Passo da Areia,-30.01845,-51.16322,91350-090,Porto Alegre,RS,BRA,4314902,4,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,,,,,5,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,,,-,-,8.4,,,,,,,,,,,,,,,,
30,43004300,EEI IGORZINHO,"Rua Honorato Toniolo, 106, Hípica, Porto Alegre - RS, 91755-100, Brazil",Hípica,-30.15785,-51.19763,91755-100,Porto Alegre,RS,BRA,4314902,4,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,,,,,11,1,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,,,51,32641066,7.2,,,,,,,,,,,,,,,,
31,43004318,5218 IEI CARLOS ALBERTO TEJERA DE RE,"Avenida Engenheiro Ludolfo Bohel, 1420, Teresópolis, Porto Alegre - RS, 91720-150, Brazil",Teresópolis,-30.08428,-51.19923,91720-150,Porto Alegre,RS,BRA,4314902,4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,,,,,9,2,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,,,51,33157944,17.2,,,,,,,,,,,,,,,,
32,43004334,5217 EEI EDUARDA PUJOL ZANIRATTI,"Avenida Economista Nilo Wulff, 929, Restinga, Porto Alegre - RS, 91790-000, Brazil",Restinga,-30.15043,-51.1452,91790-000,Porto Alegre,RS,BRA,4314902,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,,,,,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,,,51,30223551,12.3,,,,,,,,,,,,,,,,
33,43004342,5211 EEI JARDIM DO FUTURO,"Rua da Comunidade, Lomba do Pinheiro, Porto Alegre - RS, 91560-550, Brazil",Lomba do Pinheiro,-30.12695,-51.12024,91560-550,Porto Alegre,RS,BRA,4314902,4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,,,,,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,,,51,33222359,16.5,,,,,,,,,,,,,,,,
34,43004350,5210 IEI EREMI,"Rua Paulino Azurenha, 445, Partenon, Porto Alegre - RS, 90680-240, Brazil",Partenon,-30.0635886,-51.1924438,90680-240,Porto Alegre,RS,BRA,4314902,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,,,,,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,,,51,33526705,18.3,,,,,,,,,,,,,,,,
35,43004369,5208 IEI VITORIA,"Avenida A. J. Renner, 747, Humaitá, Porto Alegre - RS, 90250-000, Brazil",Humaitá,-29.98938,-51.194720000000004,90250-000,Porto Alegre,RS,BRA,4314902,4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,12.0,1.0,0.0,0.0,0.0,0.0,,,,,9,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,,,51,33625794,16.8,,,,,,,,,,,,,,,,
36,43004377,EEI COLIBRI,"Avenida Engenheiro Alfredo Correa Daudt, 300, Boa Vista, Porto Alegre - RS, 90480-120, Brazil",Boa Vista,-30.022170000000003,-51.17917,90480-120,Porto Alegre,RS,BRA,4314902,4,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,,,,,5,2,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,,,51,35161300,11.0,,,,,,,,,,,,,,,,
37,43004385,EEI BANANA NANIKA,"Avenida Protásio Alves, 2820, Petrópolis, Porto Alegre - RS, 90410-000, Brazil",Petrópolis,-30.04287,-51.181000000000004,90410-000,Porto Alegre,RS,BRA,4314902,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,,,,,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,,,51,30624149,6.0,,,,,,,,,,,,,,,,
38,43004407,EEI MUNDO DO SABER,"Avenida Edgar Pires de Castro, 242, Ipanema, Porto Alegre - RS, 91787-000, Brazil",Ipanema,-30.15765,-51.18878,91787-000,Porto Alegre,RS,BRA,4314902,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,,,,,5,2,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,,,51,30224932,9.0,,,,,,,,,,,,,,,,
39,43004415,EEI CANTINHO DO SABER,"Avenida São Sebastião, 57, Nonoai, Porto Alegre - RS, 90830-420, Brazil",Nonoai,-30.09168,-51.22274,90830-420,Porto Alegre,RS,BRA,4314902,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,,,,,6,1,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,,,51,32791001,9.5,,,,,,,,,,,,,,,,
40,43004423,INSTITUTO EDUCACIONAL REVERENDO OLAVO NUNES,"Rua Vinte e Cinco de Julho, 437, Santa Maria Goretti, Porto Alegre - RS, 91030-270, Brazil",Santa Maria Goretti,-30.0045485,-51.1825215,91030-270,Porto Alegre,RS,BRA,4314902,4,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,21.0,1.0,0.0,0.0,0.0,0.0,,,,,11,7,6,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,117,,,51,33252477,11.0,12.4,,100.0,,100.0,,0.0,0.0,,,0.0,0.0,,,6.5,
41,43004610,5207 IEI PE DE MOLEQUE,"Rua Maria Paula Leal, 268, Farrapos, Porto Alegre - RS, 90245-020, Brazil",Farrapos,-29.982791499999998,-51.1998453,90245-020,Porto Alegre,RS,BRA,4314902,4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,15.0,1.0,0.0,0.0,0.0,0.0,,,,,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,,,51,33621265,17.7,,,,,,,,,,,,,,,,
42,43004679,EEI PEQUENO APRENDIZ,"Rua Vítor Hugo, 25, Petrópolis, Porto Alegre - RS, 90630-070, Brazil",Petrópolis,-30.04362,-51.1885,90630-070,Porto Alegre,RS,BRA,4314902,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,,,,,5,3,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,,,51,30126225,6.4,,,,,,,,,,,,,,,,
43,43004687,EEI SONHO DE CRIANCA,"Praça Alberto Ramos, 852, Higienópolis, Porto Alegre - RS, 90520-050, Brazil",Higienópolis,-30.02089,-51.1829,90520-050,Porto Alegre,RS,BRA,4314902,4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,,,,,5,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,,,51,33929272,7.4,,,,,,,,,,,,,,,,
44,43004709,EEI JOAO E MARIA,"Rua Sapé, 575, Vila Ipiranga, Porto Alegre - RS, 91350-050, Brazil",Vila Ipiranga,-30.017909999999997,-51.15797,91350-050,Porto Alegre,RS,BRA,4314902,4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,,,,,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,,,51,33412486,22.5,,,,,,,,,,,,,,,,
45,43004733,EEI ANJINHOS TRAVESSOS,"Rua Liberal, 3187, Cavalhada, Porto Alegre - RS, 91920-682, Brazil",Cavalhada,-30.109709999999996,-51.229440000000004,91920-682,Porto Alegre,RS,BRA,4314902,4,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,,,,,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,,,51,35196048,9.5,,,,,,,,,,,,,,,,
46,43004741,KINDERHOUSE ESCOLA DE EDUCACAO INFANTIL LTDA - ME,"Rua Pedro Weingartner, 147, Rio Branco, Porto Alegre - RS, 90430-140, Brazil",Rio Branco,-30.03077,-51.19985,90430-140,Porto Alegre,RS,BRA,4314902,4,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,,4,2,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,,,51,30622040,6.0,,,,,,,,,,,,,,,,
47,43004750,EEI LAPIS DE COR,"Avenida Pernambuco, Porto Alegre - RS, Brazil",Navegantes,-30.00576,-51.19955,,Porto Alegre,RS,BRA,4314902,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,,,,,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,,,51,32641873,7.0,,,,,,,,,,,,,,,,
